[2026-09-18T05:11:01.392Z] QUALITY_ISSUE_KEPT: ID=7519583 | Category=Dining | Name="Wesley Glass 4 Seater Dining Table In Dark Walnut Finish" | Details={"wordCount":null,"retryWordCount":56,"restrictedUsed":["dining","wood","seater","walnut","design","rich","12","glass","conversation","warmth","lines","blends","comfortable","ideal","around","dark","four","meal","guests","tempered","intimate","meet","keeps"],"similarPrior":null}
[2026-09-18T06:58:28.550Z] QUALITY_ISSUE_KEPT: ID=9356493 | Category=Storage | Name="Primera Kids Study Desk with Drawer in Light Woodgrain Finish Barbie Pink Colour" | Details={"wordCount":125,"retryWordCount":116,"restrictedUsed":["while","natural","12","clean","quiet","offers","room","grounded","silhouette","any","warmth","construction","drawer","month","open","through","closed","light","pairs","mdf","feel","spaces","easy","yet","keeps","durability","decor","ready","art","playful","bringing","reading","desk"],"retryRestricted":["wood","while","natural","offers","top","room","blend","construction","drawer","built","creating","complete","light","tones","look","pairs","point","mdf","focal","daily","pair","sturdy","easy","use","meets","everyday","decor","neatly","vibrant","playful","study","desk","compact"],"similarPrior":null,"retrySimilar":null,"originalDirection":"hosting-moment","retryDirection":"compact-clarity"}
[2026-09-18T06:59:04.400Z] QUALITY_ISSUE_KEPT: ID=10136896 | Category=Storage | Name="360° Rotating Bookshelf – 4 Tier Multi-Level Book Display and Storage Shelf, White Finish" | Details={"wordCount":null,"retryWordCount":125,"restrictedUsed":["wood","crafted","while","every","design","collection","brings","effortless","any","white","open","through","ease","360","sturdy","easy","within","rotating","reach","corner","turning","simple","reading","clear","compact","display"],"retryRestricted":["while","every","collection","modern","surface","support","includes","white","built","through","making","classic","360","easy","rooms","adapts","keeps","crisp","shape","rotation","center","reading","clear","reliable"],"similarPrior":null,"retrySimilar":null,"originalDirection":"compact-clarity","retryDirection":"design-character"}
[2026-09-18T06:59:59.563Z] QUALITY_ISSUE_KEPT: ID=9746369 | Category=Storage | Name="Paleo Solid Wood Bookshelf in Danish Walnut Finish" | Details={"wordCount":null,"retryWordCount":119,"restrictedUsed":["wood","walnut","solid","crafted","while","every","design","danish","style","mango","warm","rich","living","quiet","form","character","any","construction","depth","open","contemporary","anchors","generous","layout","easy","rooms","use","meet","keeps","within","durability","reach","corner","bring","study"],"retryRestricted":["wood","walnut","solid","crafted","while","natural","danish","mango","available","room","lasting","construction","tone","adds","depth","amber","curated","open","contemporary","profile","grain","layout","stage","keeps","lounge","strength","edge","accents","neatly","corner","bring","nook","study","without","display"],"similarPrior":null,"retrySimilar":null,"originalDirection":"form-function","retryDirection":"hosting-moment"}
[2026-09-18T07:01:08.500Z] QUALITY_ISSUE_KEPT: ID=9420656 | Category=Storage | Name="Miles Engineered Wood Bookshelf in Classic Walnut Finish" | Details={"wordCount":null,"retryWordCount":122,"restrictedUsed":["wood","walnut","crafted","brings","living","12","quiet","offers","modern","room","support","area","any","month","open","versatile","classic","well","closed","essentials","grain","light","find","spaces","keeping","traditional","use","everyday","settings","addition","evenings","without","away"],"retryRestricted":["wood","walnut","home","style","brings","12","sense","quiet","offers","room","character","any","timeless","construction","depth","month","open","built","blends","anchor","classic","closed","adding","grain","foundation","charm","keeping","meet","structure","everyday","accents","rhythm","practical","heritage","decorative","corner","reliable","unit","display","away","engineered","favorite"],"similarPrior":null,"retrySimilar":null,"originalDirection":"hosting-moment","retryDirection":"room-anchor"}
[2026-09-18T07:01:43.201Z] QUALITY_ISSUE_KEPT: ID=8861197 | Category=Storage | Name="Takai Solid Wood Bookshelf in Red Cedar Finish" | Details={"wordCount":null,"retryWordCount":112,"restrictedUsed":["wood","solid","crafted","while","where","design","mango","collection","warm","sculptural","tone","brass","shutters","open","contemporary","blends","cane","woven","around","closed","edges","look","feel","find","add","gather","rounded","accents","their","place","evenings"],"retryRestricted":["wood","crafted","36","natural","mango","warm","quiet","sculptural","room","character","inspired","silhouette","any","construction","tone","brass","month","shutters","open","texture","contemporary","cane","woven","closed","pairs","statement","anchors","softly","gentle","detailing","adapts","edge","rounded","confidence","accents","decor","corner","bring","pieces","away"],"similarPrior":null,"retrySimilar":"A quiet corner for curious minds, the Astra brings a soft lavender presence to any child’s room.","originalDirection":"hosting-moment","retryDirection":"compact-clarity"}
[2026-09-18T07:02:23.958Z] QUALITY_ISSUE_KEPT: ID=8115710 | Category=Storage | Name="Murano Solid Wood Bookshelf in Mango Walnut Finish" | Details={"wordCount":null,"retryWordCount":129,"restrictedUsed":["dining","wood","walnut","solid","while","36","touch","natural","mango","warm","brings","living","clean","glass","frame","any","construction","lines","month","airy","closed","tempered","feel","sturdy","rooms","use","keeps","hallways","neatly","wooden","corner","display","shelves"],"retryRestricted":["dining","wood","sheesham","walnut","solid","crafted","home","while","36","style","mango","brings","rich","living","clean","glass","quiet","room","features","form","character","any","lasting","construction","lines","back","adds","depth","cabinet","month","versatile","blends","classic","closed","essentials","indoor","tempered","mdf","spaces","sturdy","use","stage","keeps","offering","structure","neatly","wooden","areas","place","away"],"similarPrior":null,"retrySimilar":null,"originalDirection":"compact-clarity","retryDirection":"form-function"}
[2026-09-18T07:02:41.890Z] QUALITY_ISSUE_KEPT: ID=8503645 | Category=Storage | Name="Austen Solid Wood Bookshelf in Amber Walnut Finish" | Details={"wordCount":null,"retryWordCount":113,"restrictedUsed":["wood","walnut","crafted","36","stands","natural","style","mango","collection","brings","rich","quiet","room","silhouette","any","tone","amber","month","open","airy","essentials","grain","anchors","keeps","within","reach","practical","ready","whether","corner","nook","reading","desk","made"],"retryRestricted":["wood","walnut","solid","36","mango","warm","quiet","silhouette","warmth","construction","amber","month","open","companion","pairs","invite","ready","time","unit","compact","without","attention","framed"],"similarPrior":null,"retrySimilar":null,"originalDirection":"form-function","retryDirection":"design-character"}
[2026-09-18T07:03:01.816Z] QUALITY_ISSUE_KEPT: ID=7519250 | Category=Storage | Name="Bennis 25 Pair Shoe Rack in Dark Walnut Finish" | Details={"wordCount":125,"retryWordCount":117,"restrictedUsed":["walnut","while","every","brings","12","feels","high","inviting","seat","construction","includes","month","contemporary","comfortable","designed","dark","closed","organized","look","pairs","mdf","daily","pair","use","keeps","considered","up","polished","decor","entryway","place","console","compact"],"retryRestricted":["table","walnut","home","while","touch","where","style","refined","12","modern","top","seat","any","construction","adds","cabinet","month","comfortable","dark","closed","sleek","pairs","mdf","meets","up","step","addition","practical","entryway","console","understated","compact"],"similarPrior":"A tidy entryway starts here.","retrySimilar":null,"originalDirection":"room-anchor","retryDirection":"compact-clarity"}
[2026-09-18T07:04:05.167Z] QUALITY_ISSUE_KEPT: ID=7519251 | Category=Storage | Name="Oslo High Gloss 21 Pair Shoe Rack In White Finish" | Details={"wordCount":null,"retryWordCount":122,"restrictedUsed":["crafted","design","brings","refined","12","legs","modern","high","inspired","any","warmth","month","white","making","sleek","mechanism","pairs","statement","mdf","yet","stability","add","up","everyday","addition","wall","practical","wooden","entryway","mounting","included","shoe"],"retryRestricted":["home","while","touch","natural","brings","12","clean","legs","offers","room","form","surface","high","inspired","area","silhouette","tone","lines","month","open","well","adding","essentials","light","pairs","mdf","daily","timber","keeping","contrast","keeps","up","polished","wall","neatly","calm","unit","reflects","mounting","included","doors","shoe","hallway"],"similarPrior":null,"retrySimilar":null,"originalDirection":"material-first","retryDirection":"compact-clarity"}
[2026-09-18T07:05:18.100Z] QUALITY_ISSUE_KEPT: ID=9957323 | Category=Storage | Name="Nina 16 Pair Solid Wood Shoe Cabinet with Seat In Mango Walnut Finish" | Details={"wordCount":119,"retryWordCount":124,"restrictedUsed":["wood","walnut","solid","crafted","home","36","design","mango","warm","rich","available","offers","base","character","seat","silhouette","leatherette","olive","construction","depth","cabinet","month","cushioned","closed","handle","adding","look","pairs","bold","contrast","creates","matching","taupe","metal","metallic","gold","entryway","subtle","lend","brushed","shoe","spot"],"retryRestricted":["walnut","solid","while","mango","clean","available","quiet","offers","modern","form","base","upholstered","effortless","seat","leatherette","olive","construction","cabinet","beautifully","integrated","closed","handle","light","moment","look","pairs","bold","matching","across","together","taupe","accent","up","step","metallic","gold","carries","brushed","made","makes","front","turns","holds"],"similarPrior":null,"retrySimilar":null,"originalDirection":"compact-clarity","retryDirection":"hosting-moment"}
[2026-09-18T07:05:36.044Z] QUALITY_ISSUE_KEPT: ID=8340159 | Category=Storage | Name="Madden Shoe Cabinet Finish Amber Walnut" | Details={"wordCount":112,"retryWordCount":78,"restrictedUsed":["wood","walnut","crafted","home","while","36","natural","mango","warm","brings","rich","sophistication","presence","quiet","offers","effortless","balances","adds","depth","amber","cabinet","includes","drawer","month","open","making","closed","essentials","pairs","anchors","allows","feel","keeping","everyday","polished","entryway","like","compact","shoe","hallway"],"retryRestricted":["wood","walnut","comfort","crafted","while","36","every","mango","rich","tone","amber","cabinet","includes","drawer","month","open","closed","pairs","daily","within","step","reach","ready","entryway","place","nook","catches","compact","without","away","front","shoe"],"similarPrior":null,"retrySimilar":"A place for every pair, and a place for every step.","originalDirection":"room-anchor","retryDirection":"compact-clarity"}
[2026-09-18T07:05:55.546Z] QUALITY_ISSUE_KEPT: ID=9420836 | Category=Storage | Name="Levi Shoe Rack in Dark Wenge Finish" | Details={"wordCount":null,"retryWordCount":124,"restrictedUsed":["wood","crafted","while","every","design","collection","rich","soft","quiet","room","effortless","construction","evening","through","designed","dark","closed","daily","feel","pair","sturdy","easy","use","keeps","larger","confidence","styles","polished","rotation","neatly","practical","entryway","place","compact","without","away","engineered","shelves","shelf","makes","grounds"],"retryRestricted":["wood","while","touch","brings","rich","12","quiet","character","lasting","month","built","anchor","dark","closed","organized","ensures","look","pairs","daily","stability","meet","keeps","larger","styles","neatly","entryway","understated","time","solution","away","made","engineered","shelves","favorite","shelf","tidy","shoe","routine"],"similarPrior":null,"retrySimilar":"A tidy entryway starts here.","originalDirection":"hosting-moment","retryDirection":"design-character"}
